Price,High,Low,Open,Volume
1869.4000244140625,1870.0,1868.9000244140625,1869.4000244140625,21219
1869.199951171875,1869.199951171875,1867.800048828125,1869.199951171875,29116
1868.699951171875,1869.199951171875,1868.5,1868.9000244140625,15079
1868.5,1869.4000244140625,1868.5,1868.699951171875,16380
1868.5,1868.800048828125,1867.9000244140625,1868.5,22038
1868.0999755859375,1868.699951171875,1868.0,1868.199951171875,13978
1867.699951171875,1868.4000244140625,1867.5999755859375,1868.300048828125,16919
1867.5999755859375,1868.0,1867.0999755859375,1867.5999755859375,21191
1867.699951171875,1867.9000244140625,1866.800048828125,1867.5999755859375,25529
1867.9000244140625,1868.0,1867.5,1867.5,22559
1868.0,1868.0,1867.9000244140625,1868.0,20036
1867.699951171875,1868.0,1867.5999755859375,1868.0,38556
1868.5999755859375,1869.0,1867.9000244140625,1867.9000244140625,29198
1869.0,1869.0,1868.300048828125,1868.5,14085
1869.699951171875,1869.9000244140625,1868.800048828125,1869.0,15266
1869.5999755859375,1870.0,1869.4000244140625,1869.9000244140625,38939
1870.0,1870.0,1869.5999755859375,1869.9000244140625,18388
1868.9000244140625,1870.0,1868.9000244140625,1870.0,32079
1868.5999755859375,1870.0,1868.5999755859375,1868.9000244140625,18552
1869.0,1869.300048828125,1867.699951171875,1868.5,18624
1869.0,1869.5,1868.199951171875,1869.199951171875,16527
1868.9000244140625,1869.5,1868.300048828125,1868.800048828125,18815
1868.5,1869.0999755859375,1868.300048828125,1868.300048828125,15523
1868.0999755859375,1868.5,1868.0999755859375,1868.5,21954
1867.5999755859375,1868.5999755859375,1867.5,1868.0999755859375,24227
1868.199951171875,1868.4000244140625,1867.300048828125,1867.699951171875,22491
1868.4000244140625,1868.800048828125,1867.9000244140625,1868.199951171875,14786
1868.800048828125,1868.9000244140625,1867.5999755859375,1868.4000244140625,26231
1868.699951171875,1869.300048828125,1868.300048828125,1869.0,28357
1869.199951171875,1869.4000244140625,1868.5999755859375,1868.800048828125,17418
1868.5,1869.5,1868.0999755859375,1869.0999755859375,23413
1869.199951171875,1869.300048828125,1868.0,1868.0999755859375,12555
1868.800048828125,1869.9000244140625,1868.699951171875,1869.199951171875,23027
1868.0999755859375,1869.300048828125,1868.0,1868.800048828125,19985
1867.5999755859375,1869.0,1867.199951171875,1868.199951171875,16649
1867.5,1867.9000244140625,1866.9000244140625,1867.199951171875,28089
1868.5,1868.5,1867.699951171875,1867.699951171875,10630
1867.5,1868.5999755859375,1867.4000244140625,1868.300048828125,23393
1867.5,1868.4000244140625,1867.5,1867.699951171875,17041
1868.300048828125,1868.4000244140625,1867.300048828125,1867.5,22643
1868.800048828125,1869.0,1868.199951171875,1868.300048828125,15599
1868.800048828125,1869.0,1868.5,1868.9000244140625,13037
1869.0,1869.0,1868.5999755859375,1868.800048828125,17969
1869.5,1869.5,1868.699951171875,1868.699951171875,16975
